2018-07-17 15:56:19 INFO  MIP_BrowserFactory:31 - Opening the browser
2018-07-17 15:58:10 INFO  MIP_CustRegistration_Test:827 - Expected and found ben_msisdn:DB ben_msisdn =03000966542 and Input ben_msisdn=03000966542
2018-07-17 15:58:10 INFO  MIP_CustRegistration_Test:836 - Expected and found Created By:DB Created By=WA5 and Input Created By=WA5
2018-07-17 15:58:10 INFO  MIP_CustRegistration_Test:841 - Expected and found Registered Date:DB Modified Date=2018-07-17 15:58:32 and Registered Date=2018-07-17
2018-07-17 15:58:11 INFO  MIP_CustomerManagementPage:50 - Entering msisdn value 03000900009
2018-07-17 15:58:12 INFO  MIP_CustomerManagementPage:61 - Entered msisdn value
2018-07-17 15:58:12 INFO  MIP_CustomerManagementPage:65 - clicking on search Icon
2018-07-17 15:58:13 INFO  MIP_CustomerManagementPage:67 - Clicked on Search Icon
2018-07-17 15:58:13 INFO  MIP_RegisterCustomerPage:205 - Getting the customer information from Register Customer Page
2018-07-17 15:58:14 INFO  MIP_RegisterCustomerPage:227 - Getting the Accident protection Beneficiary information from Register Customer Page
2018-07-17 15:58:15 INFO  MIP_RegisterCustomerPage:253 - Getting the Hospitalization Beneficiary information from Register Customer Page
2018-07-17 15:58:16 INFO  MIP_RegisterCustomer_Queries:136 - Executing getRegisteredProduct query
2018-07-17 15:58:26 INFO  MIP_RegisterCustomerPage:143 - Getting Registered offer of the customer
2018-07-17 15:58:26 INFO  MIP_RegisterCustomerPage:205 - Getting the customer information from Register Customer Page
2018-07-17 15:58:27 INFO  MIP_RegisterCustomer_Queries:32 - Executing getCustomerDetails query
2018-07-17 15:58:32 INFO  MIP_CustRegistration_Test:876 - Expected and found cust_fname:DB cust_fname=Ghulam and Dashboard Customer fname=Ghulam
2018-07-17 15:58:32 INFO  MIP_CustRegistration_Test:882 - Expected and found cust_sname:DB cust_sname=Nabi and Dashboard cust_sname=Nabi
2018-07-17 15:58:32 INFO  MIP_CustRegistration_Test:889 - Expected and found cust_age:DB cust_age=30 and Dashboard cust_age=30
2018-07-17 15:58:32 INFO  MIP_CustRegistration_Test:897 - Expected and found cust_dob:DB cust_age= and Dashboard cust_age=
2018-07-17 15:58:32 INFO  MIP_CustRegistration_Test:904 - Expected and found cust_gender:DB cust_gender=Female and Dashboard cust_gender=Female
2018-07-17 15:58:32 INFO  MIP_CustRegistration_Test:911 - Expected and found NIC:DB NIC number=2130190568009 and Dashboard cust_NIC=2130190568009
2018-07-17 15:58:32 INFO  MIP_RegisterCustomerPage:253 - Getting the Hospitalization Beneficiary information from Register Customer Page
2018-07-17 15:58:33 INFO  MIP_CustRegistration_Test:987 - Expected and found ben_fname:DB ben_fname=Mohamed and Dashboard ben_fname=Mohamed
2018-07-17 15:58:33 INFO  MIP_CustRegistration_Test:994 - Expected and found ben_sname:DB ben_sname=usaf and Dashboard ben_sname=usaf
2018-07-17 15:58:33 INFO  MIP_CustRegistration_Test:1001 - Expected and found ben_age:DB ben_age=39 and Dashboard ben_age=39
2018-07-17 15:58:33 INFO  MIP_CustRegistration_Test:1008 - Expected and found cust_relationship:DB cust_relationship=Other and Dashboard cust_relationship=Other
2018-07-17 15:58:33 INFO  MIP_CustRegistration_Test:1019 - Expected and found ben_msisdn:DB ben_msisdn=03000966542 and Dashboard ben_msisdn=03000966542
2018-07-17 15:58:33 INFO  MIP_CustRegistration_Test:1027 - Expected and found ben_gender:DB ben_gender=Female and Dashboard ben_gender=Female
2018-07-17 15:58:33 INFO  MIP_RegisterCustomerPage:174 - Getting Registered offer of the customer
2018-07-17 15:58:34 INFO  MIP_RegisterCustomer_Queries:157 - Executing getOfferCover query
2018-07-17 15:58:35 INFO  MIP_RegisterCustomerPage:277 - Getting the Coaching Program information from Register Customer Page
2018-07-17 15:58:35 INFO  MIP_RegisterCustomer_Queries:309 - Connecting to Coaching Program Database
2018-07-17 15:58:43 INFO  MIP_RegisterCustomer_Queries:324 - Connecting Coaching Program to Database is successfull
2018-07-17 15:58:44 INFO  MIP_RegisterCustomer_Queries:550 - Executing getCoachingProgram query
2018-07-17 15:58:44 INFO  MIP_CustRegistration_Test:1051 - Expected and found Coaching program:DB Coaching program=Stay Healthy and Dashboard Coaching program=Stay Healthy
2018-07-17 15:58:44 INFO  MIP_CustRegistration_Test:1057 - Expected and found Coaching program created date:DB Coaching program created date=2018-07-17 13:11:33 and Dashboard created date=17-07-2018
2018-07-17 15:58:44 INFO  MIP_CustRegistration_Test:1071 - Expected and found Coaching program status:DB Coaching program status=Inactive and Dashboard coaching program status=Inactive
2018-07-17 15:58:44 INFO  MIP_CustRegistration_Test:1106 - Expected and found Hospitalization benefit_level:DB benefit_level=200000 and Dashboard benefit_level=PKR 200000
2018-07-17 15:58:44 INFO  MIP_RegisterCustomer_Queries:203 - Executing getRegistrationSMS query
2018-07-17 15:58:44 INFO  MIP_RegisterCustomer_Queries:207 - Connecting to SMS  Database
2018-07-17 15:58:46 INFO  MIP_RegisterCustomer_Queries:222 - Connecting SMS to Database is successfull
2018-07-17 15:58:46 INFO  MIP_HomePage:73 - Clicking on Menu Register Customer
2018-07-17 15:58:46 INFO  MIP_HomePage:79 - Clicked on Menu Register Customer
2018-07-17 15:58:47 INFO  MIP_CustomerManagementPage:50 - Entering msisdn value 03000900001
2018-07-17 15:58:48 INFO  MIP_CustomerManagementPage:61 - Entered msisdn value
2018-07-17 15:58:48 INFO  MIP_CustomerManagementPage:65 - clicking on search Icon
2018-07-17 15:58:50 INFO  MIP_CustomerManagementPage:67 - Clicked on Search Icon
2018-07-17 15:58:51 INFO  MIP_CustomerManagementPage:77 - Selecting  offer Hospitalization
2018-07-17 15:58:51 INFO  MIP_CustomerManagementPage:90 - Selected the offer Hospitalization
2018-07-17 15:58:51 INFO  MIP_RegisterCustomerPage:205 - Getting the customer information from Register Customer Page
2018-07-17 15:58:52 INFO  MIP_RegisterCustomerPage:227 - Getting the Accident protection Beneficiary information from Register Customer Page
2018-07-17 15:58:53 INFO  MIP_RegisterCustomerPage:64 - Selecting Bima Hospitalization Benefit Level as PKR 200,000
2018-07-17 15:58:53 INFO  MIP_RegisterCustomerPage:68 - Selected Bima Life Hospitalization Level as PKR 200,000
2018-07-17 15:58:53 INFO  MIP_RegisterCustomerPage:114 - Entering the customer Beneficiary information for Hospitalization:relationship=Father,fname=cheragh,sname=mushtaq,age=58,ben_gender=Male,ben_msisdn=03000966540
2018-07-17 15:58:55 INFO  MIP_RegisterCustomerPage:137 - Entered the customer Beneficiary information for Hospitalization
2018-07-17 15:58:55 INFO  MIP_RegisterCustomerPage:293 - Getting the Coaching Program information status Register Customer Page
2018-07-17 15:58:55 INFO  MIP_CustomerManagementPage:116 - Clicking on Save button in Customer Registration page
2018-07-17 15:59:03 INFO  MIP_RegisterCustomer_Queries:32 - Executing getCustomerDetails query
2018-07-17 15:59:07 INFO  MIP_CustRegistration_Test:793 - Expected and found ben_fname:DB ben_fname=cheragh and ben_fname=cheragh
2018-07-17 15:59:07 INFO  MIP_CustRegistration_Test:799 - Expected and found ben_sname:DB ben_sname=mushtaq and Input ben_sname=mushtaq
2018-07-17 15:59:07 INFO  MIP_CustRegistration_Test:805 - Expected and found ben_age:DB ben_age=58 and Input ben_age=58
2018-07-17 15:59:07 INFO  MIP_CustRegistration_Test:811 - Expected and found cust_relationship:DB cust_relationship=Father and Input cust_relationship=Father
2018-07-17 15:59:07 INFO  MIP_CustRegistration_Test:820 - Expected and found ben_gender:DB ben_gender =Male and Input ben_gender=Male
2018-07-17 15:59:07 INFO  MIP_CustRegistration_Test:827 - Expected and found ben_msisdn:DB ben_msisdn =03000966540 and Input ben_msisdn=03000966540
2018-07-17 15:59:07 INFO  MIP_CustRegistration_Test:836 - Expected and found Created By:DB Created By=WA5 and Input Created By=WA5
2018-07-17 15:59:07 INFO  MIP_CustRegistration_Test:841 - Expected and found Registered Date:DB Modified Date=2018-07-17 15:59:32 and Registered Date=2018-07-17
2018-07-17 15:59:08 INFO  MIP_CustomerManagementPage:50 - Entering msisdn value 03000900001
2018-07-17 15:59:08 INFO  MIP_CustomerManagementPage:61 - Entered msisdn value
2018-07-17 15:59:08 INFO  MIP_CustomerManagementPage:65 - clicking on search Icon
2018-07-17 15:59:10 INFO  MIP_CustomerManagementPage:67 - Clicked on Search Icon
2018-07-17 15:59:10 INFO  MIP_RegisterCustomerPage:205 - Getting the customer information from Register Customer Page
2018-07-17 15:59:11 INFO  MIP_RegisterCustomerPage:227 - Getting the Accident protection Beneficiary information from Register Customer Page
2018-07-17 15:59:12 INFO  MIP_RegisterCustomerPage:253 - Getting the Hospitalization Beneficiary information from Register Customer Page
2018-07-17 15:59:13 INFO  MIP_RegisterCustomer_Queries:136 - Executing getRegisteredProduct query
2018-07-17 15:59:19 INFO  MIP_RegisterCustomerPage:143 - Getting Registered offer of the customer
2018-07-17 15:59:20 INFO  MIP_RegisterCustomerPage:205 - Getting the customer information from Register Customer Page
2018-07-17 15:59:20 INFO  MIP_RegisterCustomer_Queries:32 - Executing getCustomerDetails query
2018-07-17 15:59:25 INFO  MIP_CustRegistration_Test:876 - Expected and found cust_fname:DB cust_fname=Ghulam and Dashboard Customer fname=Ghulam
2018-07-17 15:59:25 INFO  MIP_CustRegistration_Test:882 - Expected and found cust_sname:DB cust_sname=Nabi and Dashboard cust_sname=Nabi
2018-07-17 15:59:25 INFO  MIP_CustRegistration_Test:889 - Expected and found cust_age:DB cust_age=30 and Dashboard cust_age=30
2018-07-17 15:59:25 INFO  MIP_CustRegistration_Test:897 - Expected and found cust_dob:DB cust_age= and Dashboard cust_age=
2018-07-17 15:59:25 INFO  MIP_CustRegistration_Test:904 - Expected and found cust_gender:DB cust_gender=Female and Dashboard cust_gender=Female
2018-07-17 15:59:25 INFO  MIP_CustRegistration_Test:911 - Expected and found NIC:DB NIC number=2130190568001 and Dashboard cust_NIC=2130190568001
2018-07-17 15:59:25 INFO  MIP_RegisterCustomerPage:253 - Getting the Hospitalization Beneficiary information from Register Customer Page
2018-07-17 15:59:26 INFO  MIP_CustRegistration_Test:987 - Expected and found ben_fname:DB ben_fname=cheragh and Dashboard ben_fname=cheragh
2018-07-17 15:59:26 INFO  MIP_CustRegistration_Test:994 - Expected and found ben_sname:DB ben_sname=mushtaq and Dashboard ben_sname=mushtaq
2018-07-17 15:59:26 INFO  MIP_CustRegistration_Test:1001 - Expected and found ben_age:DB ben_age=58 and Dashboard ben_age=58
2018-07-17 15:59:26 INFO  MIP_CustRegistration_Test:1008 - Expected and found cust_relationship:DB cust_relationship=Father and Dashboard cust_relationship=Father
2018-07-17 15:59:26 INFO  MIP_CustRegistration_Test:1019 - Expected and found ben_msisdn:DB ben_msisdn=03000966540 and Dashboard ben_msisdn=03000966540
2018-07-17 15:59:26 INFO  MIP_CustRegistration_Test:1027 - Expected and found ben_gender:DB ben_gender=Male and Dashboard ben_gender=Male
2018-07-17 15:59:26 INFO  MIP_RegisterCustomerPage:174 - Getting Registered offer of the customer
2018-07-17 15:59:26 INFO  MIP_RegisterCustomer_Queries:157 - Executing getOfferCover query
2018-07-17 15:59:27 INFO  MIP_RegisterCustomerPage:277 - Getting the Coaching Program information from Register Customer Page
2018-07-17 15:59:28 INFO  MIP_RegisterCustomer_Queries:309 - Connecting to Coaching Program Database
2018-07-17 15:59:29 INFO  MIP_RegisterCustomer_Queries:324 - Connecting Coaching Program to Database is successfull
2018-07-17 15:59:30 INFO  MIP_RegisterCustomer_Queries:550 - Executing getCoachingProgram query
2018-07-17 15:59:30 INFO  MIP_CustRegistration_Test:1051 - Expected and found Coaching program:DB Coaching program=Stay Healthy and Dashboard Coaching program=Stay Healthy
2018-07-17 15:59:30 INFO  MIP_CustRegistration_Test:1057 - Expected and found Coaching program created date:DB Coaching program created date=2018-07-17 12:57:36 and Dashboard created date=17-07-2018
2018-07-17 15:59:30 INFO  MIP_CustRegistration_Test:1071 - Expected and found Coaching program status:DB Coaching program status=Inactive and Dashboard coaching program status=Inactive
2018-07-17 15:59:30 INFO  MIP_CustRegistration_Test:1106 - Expected and found Hospitalization benefit_level:DB benefit_level=200000 and Dashboard benefit_level=PKR 200000
2018-07-17 15:59:30 INFO  MIP_RegisterCustomer_Queries:203 - Executing getRegistrationSMS query
2018-07-17 15:59:30 INFO  MIP_RegisterCustomer_Queries:207 - Connecting to SMS  Database
2018-07-17 15:59:32 INFO  MIP_RegisterCustomer_Queries:222 - Connecting SMS to Database is successfull
2018-07-17 15:59:32 INFO  MIP_HomePage:73 - Clicking on Menu Register Customer
2018-07-17 15:59:32 INFO  MIP_HomePage:79 - Clicked on Menu Register Customer
2018-07-17 15:59:33 INFO  MIP_CustomerManagementPage:50 - Entering msisdn value 03000900002
2018-07-17 15:59:35 INFO  MIP_CustomerManagementPage:61 - Entered msisdn value
2018-07-17 15:59:35 INFO  MIP_CustomerManagementPage:65 - clicking on search Icon
2018-07-17 15:59:36 INFO  MIP_CustomerManagementPage:67 - Clicked on Search Icon
2018-07-17 15:59:37 INFO  MIP_CustomerManagementPage:77 - Selecting  offer Hospitalization
2018-07-17 15:59:37 INFO  MIP_CustomerManagementPage:90 - Selected the offer Hospitalization
2018-07-17 15:59:37 INFO  MIP_RegisterCustomerPage:205 - Getting the customer information from Register Customer Page
2018-07-17 15:59:38 INFO  MIP_RegisterCustomerPage:227 - Getting the Accident protection Beneficiary information from Register Customer Page
2018-07-17 15:59:39 INFO  MIP_RegisterCustomerPage:64 - Selecting Bima Hospitalization Benefit Level as PKR 2,000,000
2018-07-17 15:59:39 INFO  MIP_RegisterCustomerPage:68 - Selected Bima Life Hospitalization Level as PKR 2,000,000
2018-07-17 15:59:39 INFO  MIP_RegisterCustomerPage:114 - Entering the customer Beneficiary information for Hospitalization:relationship=Son,fname=ahmed,sname=ahmed,age=26,ben_gender=Other,ben_msisdn=03000966541
2018-07-17 15:59:41 INFO  MIP_RegisterCustomerPage:137 - Entered the customer Beneficiary information for Hospitalization
2018-07-17 15:59:41 INFO  MIP_RegisterCustomerPage:293 - Getting the Coaching Program information status Register Customer Page
2018-07-17 15:59:41 INFO  MIP_CustomerManagementPage:116 - Clicking on Save button in Customer Registration page
2018-07-17 15:59:47 INFO  MIP_RegisterCustomer_Queries:32 - Executing getCustomerDetails query
2018-07-17 15:59:50 INFO  MIP_CustRegistration_Test:793 - Expected and found ben_fname:DB ben_fname=ahmed and ben_fname=ahmed
2018-07-17 15:59:50 INFO  MIP_CustRegistration_Test:799 - Expected and found ben_sname:DB ben_sname=ahmed and Input ben_sname=ahmed
2018-07-17 15:59:50 INFO  MIP_CustRegistration_Test:805 - Expected and found ben_age:DB ben_age=26 and Input ben_age=26
2018-07-17 15:59:50 INFO  MIP_CustRegistration_Test:811 - Expected and found cust_relationship:DB cust_relationship=Son and Input cust_relationship=Son
2018-07-17 15:59:50 INFO  MIP_CustRegistration_Test:820 - Expected and found ben_gender:DB ben_gender =Other and Input ben_gender=Other
2018-07-17 15:59:50 INFO  MIP_CustRegistration_Test:827 - Expected and found ben_msisdn:DB ben_msisdn =03000966541 and Input ben_msisdn=03000966541
2018-07-17 15:59:50 INFO  MIP_CustRegistration_Test:836 - Expected and found Created By:DB Created By=WA5 and Input Created By=WA5
2018-07-17 15:59:50 INFO  MIP_CustRegistration_Test:841 - Expected and found Registered Date:DB Modified Date=2018-07-17 16:00:18 and Registered Date=2018-07-17
2018-07-17 15:59:51 INFO  MIP_CustomerManagementPage:50 - Entering msisdn value 03000900002
2018-07-17 15:59:51 INFO  MIP_CustomerManagementPage:61 - Entered msisdn value
2018-07-17 15:59:51 INFO  MIP_CustomerManagementPage:65 - clicking on search Icon
2018-07-17 15:59:53 INFO  MIP_CustomerManagementPage:67 - Clicked on Search Icon
2018-07-17 15:59:53 INFO  MIP_RegisterCustomerPage:205 - Getting the customer information from Register Customer Page
2018-07-17 15:59:54 INFO  MIP_RegisterCustomerPage:227 - Getting the Accident protection Beneficiary information from Register Customer Page
2018-07-17 15:59:55 INFO  MIP_RegisterCustomerPage:253 - Getting the Hospitalization Beneficiary information from Register Customer Page
2018-07-17 15:59:56 INFO  MIP_RegisterCustomer_Queries:136 - Executing getRegisteredProduct query
2018-07-17 16:00:03 INFO  MIP_RegisterCustomerPage:143 - Getting Registered offer of the customer
2018-07-17 16:00:03 INFO  MIP_RegisterCustomerPage:205 - Getting the customer information from Register Customer Page
2018-07-17 16:00:04 INFO  MIP_RegisterCustomer_Queries:32 - Executing getCustomerDetails query
2018-07-17 16:00:08 INFO  MIP_CustRegistration_Test:876 - Expected and found cust_fname:DB cust_fname=Salman and Dashboard Customer fname=Salman
2018-07-17 16:00:08 INFO  MIP_CustRegistration_Test:882 - Expected and found cust_sname:DB cust_sname=bhatti and Dashboard cust_sname=bhatti
2018-07-17 16:00:08 INFO  MIP_CustRegistration_Test:889 - Expected and found cust_age:DB cust_age=39 and Dashboard cust_age=39
2018-07-17 16:00:08 INFO  MIP_CustRegistration_Test:897 - Expected and found cust_dob:DB cust_age=23/04/1979 and Dashboard cust_age=23/04/1979
2018-07-17 16:00:08 INFO  MIP_CustRegistration_Test:904 - Expected and found cust_gender:DB cust_gender=Male and Dashboard cust_gender=Male
2018-07-17 16:00:08 INFO  MIP_CustRegistration_Test:911 - Expected and found NIC:DB NIC number=2130190568002 and Dashboard cust_NIC=2130190568002
2018-07-17 16:00:08 INFO  MIP_RegisterCustomerPage:253 - Getting the Hospitalization Beneficiary information from Register Customer Page
2018-07-17 16:00:10 INFO  MIP_CustRegistration_Test:987 - Expected and found ben_fname:DB ben_fname=ahmed and Dashboard ben_fname=ahmed
2018-07-17 16:00:10 INFO  MIP_CustRegistration_Test:994 - Expected and found ben_sname:DB ben_sname=ahmed and Dashboard ben_sname=ahmed
2018-07-17 16:00:10 INFO  MIP_CustRegistration_Test:1001 - Expected and found ben_age:DB ben_age=26 and Dashboard ben_age=26
2018-07-17 16:00:10 INFO  MIP_CustRegistration_Test:1008 - Expected and found cust_relationship:DB cust_relationship=Son and Dashboard cust_relationship=Son
2018-07-17 16:00:10 INFO  MIP_CustRegistration_Test:1019 - Expected and found ben_msisdn:DB ben_msisdn=03000966541 and Dashboard ben_msisdn=03000966541
2018-07-17 16:00:10 INFO  MIP_CustRegistration_Test:1027 - Expected and found ben_gender:DB ben_gender=Other and Dashboard ben_gender=Other
2018-07-17 16:00:10 INFO  MIP_RegisterCustomerPage:174 - Getting Registered offer of the customer
2018-07-17 16:00:10 INFO  MIP_RegisterCustomer_Queries:157 - Executing getOfferCover query
2018-07-17 16:00:11 INFO  MIP_RegisterCustomerPage:277 - Getting the Coaching Program information from Register Customer Page
2018-07-17 16:00:12 INFO  MIP_RegisterCustomer_Queries:309 - Connecting to Coaching Program Database
2018-07-17 16:00:13 INFO  MIP_RegisterCustomer_Queries:324 - Connecting Coaching Program to Database is successfull
2018-07-17 16:00:14 INFO  MIP_RegisterCustomer_Queries:550 - Executing getCoachingProgram query
2018-07-17 16:00:14 INFO  MIP_CustRegistration_Test:1051 - Expected and found Coaching program:DB Coaching program=Stay Healthy and Dashboard Coaching program=Stay Healthy
2018-07-17 16:00:14 INFO  MIP_CustRegistration_Test:1057 - Expected and found Coaching program created date:DB Coaching program created date=2018-07-17 12:58:18 and Dashboard created date=17-07-2018
2018-07-17 16:00:14 INFO  MIP_CustRegistration_Test:1071 - Expected and found Coaching program status:DB Coaching program status=Inactive and Dashboard coaching program status=Inactive
2018-07-17 16:00:14 INFO  MIP_CustRegistration_Test:1106 - Expected and found Hospitalization benefit_level:DB benefit_level=2000000 and Dashboard benefit_level=PKR 2000000
2018-07-17 16:00:14 INFO  MIP_RegisterCustomer_Queries:203 - Executing getRegistrationSMS query
2018-07-17 16:00:14 INFO  MIP_RegisterCustomer_Queries:207 - Connecting to SMS  Database
2018-07-17 16:00:16 INFO  MIP_RegisterCustomer_Queries:222 - Connecting SMS to Database is successfull
2018-07-17 16:00:16 INFO  MIP_HomePage:73 - Clicking on Menu Register Customer
2018-07-17 16:00:16 INFO  MIP_HomePage:79 - Clicked on Menu Register Customer
2018-07-17 16:00:17 INFO  MIP_CustomerManagementPage:50 - Entering msisdn value 03028989889
2018-07-17 16:00:19 INFO  MIP_CustomerManagementPage:61 - Entered msisdn value
2018-07-17 16:00:19 INFO  MIP_CustomerManagementPage:65 - clicking on search Icon
2018-07-17 16:00:20 INFO  MIP_CustomerManagementPage:67 - Clicked on Search Icon
2018-07-17 16:00:21 INFO  MIP_CustomerManagementPage:77 - Selecting  offer Hospitalization
2018-07-17 16:00:21 INFO  MIP_CustomerManagementPage:90 - Selected the offer Hospitalization
2018-07-17 16:00:21 INFO  MIP_RegisterCustomerPage:205 - Getting the customer information from Register Customer Page
2018-07-17 16:00:22 INFO  MIP_RegisterCustomerPage:227 - Getting the Accident protection Beneficiary information from Register Customer Page
2018-07-17 16:00:23 INFO  MIP_RegisterCustomerPage:64 - Selecting Bima Hospitalization Benefit Level as PKR 2,000,000
2018-07-17 16:00:24 INFO  MIP_RegisterCustomerPage:68 - Selected Bima Life Hospitalization Level as PKR 2,000,000
2018-07-17 16:00:24 INFO  MIP_RegisterCustomerPage:114 - Entering the customer Beneficiary information for Hospitalization:relationship=Daughter,fname=sume,sname=pret,age=42,ben_gender=Female,ben_msisdn=03000966543
2018-07-17 16:00:25 INFO  MIP_RegisterCustomerPage:137 - Entered the customer Beneficiary information for Hospitalization
2018-07-17 16:00:25 INFO  MIP_RegisterCustomerPage:293 - Getting the Coaching Program information status Register Customer Page
2018-07-17 16:00:25 INFO  MIP_CustomerManagementPage:116 - Clicking on Save button in Customer Registration page
2018-07-17 16:00:30 INFO  MIP_RegisterCustomer_Queries:32 - Executing getCustomerDetails query
2018-07-17 16:00:33 INFO  MIP_CustRegistration_Test:793 - Expected and found ben_fname:DB ben_fname=sume and ben_fname=sume
2018-07-17 16:00:33 INFO  MIP_CustRegistration_Test:799 - Expected and found ben_sname:DB ben_sname=pret and Input ben_sname=pret
2018-07-17 16:00:33 INFO  MIP_CustRegistration_Test:805 - Expected and found ben_age:DB ben_age=42 and Input ben_age=42
2018-07-17 16:00:33 INFO  MIP_CustRegistration_Test:811 - Expected and found cust_relationship:DB cust_relationship=Daughter and Input cust_relationship=Daughter
2018-07-17 16:00:33 INFO  MIP_CustRegistration_Test:820 - Expected and found ben_gender:DB ben_gender =Female and Input ben_gender=Female
2018-07-17 16:00:33 INFO  MIP_CustRegistration_Test:827 - Expected and found ben_msisdn:DB ben_msisdn =03000966543 and Input ben_msisdn=03000966543
2018-07-17 16:00:33 INFO  MIP_CustRegistration_Test:836 - Expected and found Created By:DB Created By=WA5 and Input Created By=WA5
2018-07-17 16:00:33 INFO  MIP_CustRegistration_Test:841 - Expected and found Registered Date:DB Modified Date=2018-07-17 16:01:02 and Registered Date=2018-07-17
2018-07-17 16:00:34 INFO  MIP_CustomerManagementPage:50 - Entering msisdn value 03028989889
2018-07-17 16:00:34 INFO  MIP_CustomerManagementPage:61 - Entered msisdn value
2018-07-17 16:00:34 INFO  MIP_CustomerManagementPage:65 - clicking on search Icon
2018-07-17 16:00:36 INFO  MIP_CustomerManagementPage:67 - Clicked on Search Icon
2018-07-17 16:00:36 INFO  MIP_RegisterCustomerPage:205 - Getting the customer information from Register Customer Page
2018-07-17 16:00:37 INFO  MIP_RegisterCustomerPage:227 - Getting the Accident protection Beneficiary information from Register Customer Page
2018-07-17 16:00:38 INFO  MIP_RegisterCustomerPage:253 - Getting the Hospitalization Beneficiary information from Register Customer Page
2018-07-17 16:00:39 INFO  MIP_RegisterCustomer_Queries:136 - Executing getRegisteredProduct query
2018-07-17 16:00:46 INFO  MIP_RegisterCustomerPage:143 - Getting Registered offer of the customer
2018-07-17 16:00:46 INFO  MIP_RegisterCustomerPage:205 - Getting the customer information from Register Customer Page
2018-07-17 16:00:47 INFO  MIP_RegisterCustomer_Queries:32 - Executing getCustomerDetails query
2018-07-17 16:00:52 INFO  MIP_CustRegistration_Test:876 - Expected and found cust_fname:DB cust_fname=Sera and Dashboard Customer fname=Sera
2018-07-17 16:00:52 INFO  MIP_CustRegistration_Test:882 - Expected and found cust_sname:DB cust_sname=bhatti and Dashboard cust_sname=bhatti
